image_id,file_path,class_name,source,dataset_split,license,checksum,source_repository,source_revision,source_image_path,source_annotation_path,source_object_label,source_group,crop_box
normal-fb285075d5852bc6,classification/normal/normal-fb285075d5852bc6.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,c110199e6382b337609d9d750d0b4003c4abf1ffba2f8bb6419d1673df8d9c21,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 249.png,Car damages dataset/File1/ann/Car damages 249.png.json,Trunk,Car damages dataset/File1/img/Car damages 249.png,"[0,27,428,455]"
normal-d77bd4392c1e38fb,classification/normal/normal-d77bd4392c1e38fb.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,7b6c1ad8a4555d7377210d5e6a8e25156dcd04e1e9da3a6a2e93a090f469cefa,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 300.png,Car damages dataset/File1/ann/Car damages 300.png.json,Front-door,Car damages dataset/File1/img/Car damages 300.png,"[262,105,590,432]"
normal-8aed17b13e3c00c0,classification/normal/normal-8aed17b13e3c00c0.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,9bfd748a117fb3293aa6aec450d44182a28abb6ed133f8d0f291c4c92c15f9d8,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 308.jpg,Car damages dataset/File1/ann/Car damages 308.jpg.json,Front-bumper,Car damages dataset/File1/img/Car damages 308.jpg,"[199,50,621,473]"
normal-3df8b3442fb94500,classification/normal/normal-3df8b3442fb94500.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,cb5fd98e162ac618fe42ce12d6ad7afaf87c18ed4f49c289c439bac25f4bcca9,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 682.png,Car damages dataset/File1/ann/Car damages 682.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 682.png,"[139,0,565,426]"
normal-a44601ca6e66216e,classification/normal/normal-a44601ca6e66216e.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,620e77036af31c715d6a142aff4dc9e4c533a881e0f54f63f4ebf66786c9a8f8,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 709.png,Car damages dataset/File1/ann/Car damages 709.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 709.png,"[16,0,446,429]"
normal-1f3a4fc2d78b3ddc,classification/normal/normal-1f3a4fc2d78b3ddc.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,dec47007f12124b80a2db21d98326bd946db0a04086e4e515b29acc8fbdc818b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 717.png,Car damages dataset/File1/ann/Car damages 717.png.json,Back-bumper,Car damages dataset/File1/img/Car damages 717.png,"[142,0,571,429]"
normal-2b900001a926f9f5,classification/normal/normal-2b900001a926f9f5.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,f5ae1283c8ac42438d9200e097cef0d1440292c162f6450f6452af54d1b248cf,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 720.png,Car damages dataset/File1/ann/Car damages 720.png.json,Front-bumper,Car damages dataset/File1/img/Car damages 720.png,"[0,0,430,430]"
normal-4accf2492a65c7ed,classification/normal/normal-4accf2492a65c7ed.jpg,normal,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,063ec34100c632801a86b70edc7d6a60eb9536f24102ad95af8c370a0b2aa025,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car damages dataset/File1/img/Car damages 774.png,Car damages dataset/File1/ann/Car damages 774.png.json,Front-door,Car damages dataset/File1/img/Car damages 774.png,"[198,0,662,464]"
rust-809bb5f13f1cdcb0,classification/rust/rust-809bb5f13f1cdcb0.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,c0cb8159d8833134501df487d3d4b9ba2485152378f0e8577e096cec5b4d66c1,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 102.jpg,Car parts dataset/File1/ann/Car damages 102.jpg.json,Corrosion,Car parts dataset/File1/img/Car damages 102.jpg,"[360,218,456,314]"
rust-af62525bcc97e07b,classification/rust/rust-af62525bcc97e07b.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,bf2f2c43d907f2f2740c0abbafe32804c4d7475a158e814030a16e2cf17946a4,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1062.png,Car parts dataset/File1/ann/Car damages 1062.png.json,Corrosion,Car parts dataset/File1/img/Car damages 1062.png,"[204,336,330,462]"
rust-5314e8ea14e26595,classification/rust/rust-5314e8ea14e26595.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,cad90c42cccd166af6f0f0de86140aed6f6f6c8aeaa5228be77134f1da6e7829,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1068.png,Car parts dataset/File1/ann/Car damages 1068.png.json,Corrosion,Car parts dataset/File1/img/Car damages 1068.png,"[466,401,635,570]"
rust-16e5c3be42e3ad9d,classification/rust/rust-16e5c3be42e3ad9d.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,4cfbaa57e3ada1f93cfcb7af6956ca0652635e1db45eb228f18a7fbaac1ae6c1,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 121.png,Car parts dataset/File1/ann/Car damages 121.png.json,Corrosion,Car parts dataset/File1/img/Car damages 121.png,"[238,254,334,350]"
rust-e44e989efa0b0f90,classification/rust/rust-e44e989efa0b0f90.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,7fa6dbd5ae2b730317f764e22a7f51b5ea60eee11dc5c926e179f509722f6e31,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 125.png,Car parts dataset/File1/ann/Car damages 125.png.json,Corrosion,Car parts dataset/File1/img/Car damages 125.png,"[98,164,194,260]"
rust-0ec8486f8c07c432,classification/rust/rust-0ec8486f8c07c432.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,e3c3f8920307905e7ae4cc07ab1dd3160e2c08b2d9647a35ab7127ba11ffa9c9,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1259.png,Car parts dataset/File1/ann/Car damages 1259.png.json,Corrosion,Car parts dataset/File1/img/Car damages 1259.png,"[618,162,714,258]"
rust-3954e4eab5c6d6b3,classification/rust/rust-3954e4eab5c6d6b3.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,d3a711a9c2bb955901144aeecf001db2434b225e05aafb472ea767754f924a90,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1285.png,Car parts dataset/File1/ann/Car damages 1285.png.json,Corrosion,Car parts dataset/File1/img/Car damages 1285.png,"[325,284,544,504]"
rust-60876fee9c0ad1ef,classification/rust/rust-60876fee9c0ad1ef.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0195b8a3aba52af3091c1ca8603a907e677cb021e3f7eade8303bd2af4890625,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1291.png,Car parts dataset/File1/ann/Car damages 1291.png.json,Corrosion,Car parts dataset/File1/img/Car damages 1291.png,"[274,354,464,543]"
rust-b3f0b13eca06c5bc,classification/rust/rust-b3f0b13eca06c5bc.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b8306f078cb2891873a456346ec5f100c85145aaea66023ac29c65d74d5cc66c,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1332.png,Car parts dataset/File1/ann/Car damages 1332.png.json,Corrosion,Car parts dataset/File1/img/Car damages 1332.png,"[294,389,448,543]"
rust-3c192e6929e5be0d,classification/rust/rust-3c192e6929e5be0d.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,7978396f75924a329efc136df3be9abc45b1ab9608cd4df4e2c1d35572f0c35a,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1349.png,Car parts dataset/File1/ann/Car damages 1349.png.json,Corrosion,Car parts dataset/File1/img/Car damages 1349.png,"[364,256,597,489]"
rust-2bb38223eb75bb60,classification/rust/rust-2bb38223eb75bb60.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0beef61356c3dcb02031edf832c880abbccfdc2870d8dbba69fe092888753655,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 221.png,Car parts dataset/File1/ann/Car damages 221.png.json,Corrosion,Car parts dataset/File1/img/Car damages 221.png,"[358,416,454,512]"
rust-eac695917005193e,classification/rust/rust-eac695917005193e.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,4e8bf6df6adf9f0e258c59b8c1c055eae3b4ec590e77c2ab57748180373129b6,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 251.png,Car parts dataset/File1/ann/Car damages 251.png.json,Corrosion,Car parts dataset/File1/img/Car damages 251.png,"[281,333,444,495]"
rust-3a0eaab924985c4b,classification/rust/rust-3a0eaab924985c4b.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,4163a57b858b440bb08e295a413079ca38246eb31aed66f909c43997c4a861ee,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 288.png,Car parts dataset/File1/ann/Car damages 288.png.json,Corrosion,Car parts dataset/File1/img/Car damages 288.png,"[605,272,732,399]"
rust-1eba21b0093a1060,classification/rust/rust-1eba21b0093a1060.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,72d665a832eb4fdb397dde981e8607948c750ff98cebe1dca8ce4054c0834438,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 297.png,Car parts dataset/File1/ann/Car damages 297.png.json,Corrosion,Car parts dataset/File1/img/Car damages 297.png,"[440,361,550,472]"
rust-cdfc90dd8561885f,classification/rust/rust-cdfc90dd8561885f.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,cfd9cd568cebaf0946ffe1aac9dd532cbc287e3c29cd29ee2cd8cb3f0ef74d7d,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 391.png,Car parts dataset/File1/ann/Car damages 391.png.json,Corrosion,Car parts dataset/File1/img/Car damages 391.png,"[201,0,798,597]"
rust-b1a7cc7750673911,classification/rust/rust-b1a7cc7750673911.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,8326c476758ec6c981d6a6dbbb826f3d469824dc0f48fd862e6e09632b42dc88,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 401.png,Car parts dataset/File1/ann/Car damages 401.png.json,Corrosion,Car parts dataset/File1/img/Car damages 401.png,"[355,368,536,549]"
rust-247b7982b7c63ea3,classification/rust/rust-247b7982b7c63ea3.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,e0e48fce4b9b291a3ff819dd0b84ce726a247f5f64f5f04d2bacab3847c55fba,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 426.png,Car parts dataset/File1/ann/Car damages 426.png.json,Corrosion,Car parts dataset/File1/img/Car damages 426.png,"[272,436,368,532]"
rust-4f1807d12aaf56af,classification/rust/rust-4f1807d12aaf56af.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,274b001069c64ce81a482d36b99fd397ca313eb3092dc70913d130711f172d10,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 447.png,Car parts dataset/File1/ann/Car damages 447.png.json,Corrosion,Car parts dataset/File1/img/Car damages 447.png,"[247,110,557,421]"
rust-4b2c06827d23b5df,classification/rust/rust-4b2c06827d23b5df.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0da1818ea09e32dc2cbc40c42321f3856f15710c0f75102fbb0516b19bf23d7f,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 599.png,Car parts dataset/File1/ann/Car damages 599.png.json,Corrosion,Car parts dataset/File1/img/Car damages 599.png,"[240,264,385,409]"
rust-87e749a8d850106d,classification/rust/rust-87e749a8d850106d.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,e57257899efcde8adaa1f6dcc64d57176f0f1dd103d1941634f7527e77acf944,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 633.png,Car parts dataset/File1/ann/Car damages 633.png.json,Corrosion,Car parts dataset/File1/img/Car damages 633.png,"[282,224,378,320]"
rust-6ec81687d8b85596,classification/rust/rust-6ec81687d8b85596.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,3c98e1782b0f1127cb6dcc14671f259e59ad492ae413fde8d7312a6400f1189b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 650.jpg,Car parts dataset/File1/ann/Car damages 650.jpg.json,Corrosion,Car parts dataset/File1/img/Car damages 650.jpg,"[97,242,266,411]"
rust-fe59a12ed049e3cf,classification/rust/rust-fe59a12ed049e3cf.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,21c3e17381103d60184f593dc2a352f74f0c8e50b3f7ced30d3cf8af68365d94,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 701.png,Car parts dataset/File1/ann/Car damages 701.png.json,Corrosion,Car parts dataset/File1/img/Car damages 701.png,"[195,266,298,369]"
rust-16d53467d2bd9382,classification/rust/rust-16d53467d2bd9382.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,6bd1a2c6ab3d9406d1842e38e78026091e2cfcfcbc36dc7d24da864118ed8416,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 711.png,Car parts dataset/File1/ann/Car damages 711.png.json,Corrosion,Car parts dataset/File1/img/Car damages 711.png,"[477,217,738,478]"
rust-c3f6eddabd6e726c,classification/rust/rust-c3f6eddabd6e726c.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0e58995766aada4655079f9136e388ed0c31d9cc24a01b71f32c85cb5b27f5f1,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 818.png,Car parts dataset/File1/ann/Car damages 818.png.json,Corrosion,Car parts dataset/File1/img/Car damages 818.png,"[208,270,304,366]"
rust-9234a1b172a2d80b,classification/rust/rust-9234a1b172a2d80b.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,78685cc09a925db0a82a6c37f84d17bcfa3124f6b37c18c3a6344db209683c15,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 854.png,Car parts dataset/File1/ann/Car damages 854.png.json,Corrosion,Car parts dataset/File1/img/Car damages 854.png,"[297,306,393,402]"
rust-3f1f76849f7804ae,classification/rust/rust-3f1f76849f7804ae.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,7cecec8d31e0ac48cbbbe23d3d73b8e35a6700be818898ddc660fde81ac56031,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 889.png,Car parts dataset/File1/ann/Car damages 889.png.json,Corrosion,Car parts dataset/File1/img/Car damages 889.png,"[186,259,282,355]"
rust-b34685620d56a182,classification/rust/rust-b34685620d56a182.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,db6b5c36f5faf917dc8dc46f4d4079243ce4d68a207516c123fb064305c270b6,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 903.png,Car parts dataset/File1/ann/Car damages 903.png.json,Corrosion,Car parts dataset/File1/img/Car damages 903.png,"[162,300,258,396]"
rust-a62985025c63db13,classification/rust/rust-a62985025c63db13.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,88278df36ae0c9494122c6704743404c00c4454c7bbffd64532cafe7fe2944ef,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 918.png,Car parts dataset/File1/ann/Car damages 918.png.json,Corrosion,Car parts dataset/File1/img/Car damages 918.png,"[224,272,320,368]"
rust-c60198fd3f264d04,classification/rust/rust-c60198fd3f264d04.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,0b0737a0d2a334429e8e93c2587001558db350435126892a521495b881ea6063,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 936.png,Car parts dataset/File1/ann/Car damages 936.png.json,Corrosion,Car parts dataset/File1/img/Car damages 936.png,"[254,252,350,348]"
rust-7cc1ad7bddea447d,classification/rust/rust-7cc1ad7bddea447d.jpg,rust,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,09d8516574c28736374ca3d8b71075a96d29f63106abdb95f6abdf84d56ffc52,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 993.png,Car parts dataset/File1/ann/Car damages 993.png.json,Corrosion,Car parts dataset/File1/img/Car damages 993.png,"[306,288,402,384]"
scratch-6e48dedd3f6e68b9,classification/scratch/scratch-6e48dedd3f6e68b9.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,28e95c9dc73abf997fe566209a49de0930d47e9547925cd0a5988e2ef01c7dad,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 107.png,Car parts dataset/File1/ann/Car damages 107.png.json,Scratch,Car parts dataset/File1/img/Car damages 107.png,"[311,151,407,247]"
scratch-66f08b73588466f7,classification/scratch/scratch-66f08b73588466f7.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b9eba239dd165867f3f0418393756b5839f8404e8ac9fe6958048b65ac3e902c,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1089.png,Car parts dataset/File1/ann/Car damages 1089.png.json,Scratch,Car parts dataset/File1/img/Car damages 1089.png,"[171,317,267,413]"
scratch-4da68c55d01003be,classification/scratch/scratch-4da68c55d01003be.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b947b59a9bd6d425f698ad31622c2df01546ade6f1d5e7656dc3f59afef2119e,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 118.png,Car parts dataset/File1/ann/Car damages 118.png.json,Scratch,Car parts dataset/File1/img/Car damages 118.png,"[356,167,452,263]"
scratch-cb7c58065dd9de36,classification/scratch/scratch-cb7c58065dd9de36.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,f1a1dffcaf56b5d365e7a060ad18198ae7e81eca4b3d681723a094b81f89b235,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1191.png,Car parts dataset/File1/ann/Car damages 1191.png.json,Scratch,Car parts dataset/File1/img/Car damages 1191.png,"[174,302,270,398]"
scratch-0d3f0e5e1ddc4956,classification/scratch/scratch-0d3f0e5e1ddc4956.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b1b8a322eaa840e796d1412f6593391ab71845fad1e91789099f998a0fdd456b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1195.png,Car parts dataset/File1/ann/Car damages 1195.png.json,Scratch,Car parts dataset/File1/img/Car damages 1195.png,"[334,198,430,294]"
scratch-0d08a3cc634ed954,classification/scratch/scratch-0d08a3cc634ed954.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,ff7c48e838effb7bee755cf670bb6a6fadfc5d0ac1d8b9fc5d8423dd13d51c46,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1216.png,Car parts dataset/File1/ann/Car damages 1216.png.json,Scratch,Car parts dataset/File1/img/Car damages 1216.png,"[387,180,483,276]"
scratch-83b2f71b963fbc6d,classification/scratch/scratch-83b2f71b963fbc6d.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,b2573f37e264748aa526e7dfeaede34fca2f804f9d74fa3aabfe171b8c7e7438,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1258.png,Car parts dataset/File1/ann/Car damages 1258.png.json,Scratch,Car parts dataset/File1/img/Car damages 1258.png,"[450,412,546,508]"
scratch-5da8bd41c12d636d,classification/scratch/scratch-5da8bd41c12d636d.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,de4194a41f44bf9719b7ef7ed31023e6ad8b1ce3f0781079209506a1aa53a7c8,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 1277.png,Car parts dataset/File1/ann/Car damages 1277.png.json,Scratch,Car parts dataset/File1/img/Car damages 1277.png,"[427,323,548,443]"
scratch-5d3a220fb861e59a,classification/scratch/scratch-5d3a220fb861e59a.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,c21bf2745983704640439511395a7e744ffd4f22d20aabd44486b1b8ebf01c3d,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 128.png,Car parts dataset/File1/ann/Car damages 128.png.json,Scratch,Car parts dataset/File1/img/Car damages 128.png,"[294,120,390,216]"
scratch-6abb76054d680997,classification/scratch/scratch-6abb76054d680997.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,d78556fb7735852a8457c63b255eedb7093049d0dc45fdd6ba26a7f41685a819,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 189.jpg,Car parts dataset/File1/ann/Car damages 189.jpg.json,Scratch,Car parts dataset/File1/img/Car damages 189.jpg,"[446,228,572,354]"
scratch-70244391004a6a1e,classification/scratch/scratch-70244391004a6a1e.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,3d719c0262a27b92de7bf31b09f35dc5cd8b3e0a664a49f6920f6a90a8f57d2a,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 234.png,Car parts dataset/File1/ann/Car damages 234.png.json,Scratch,Car parts dataset/File1/img/Car damages 234.png,"[380,212,476,308]"
scratch-4700b4d9b738bd0c,classification/scratch/scratch-4700b4d9b738bd0c.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,5b2b708d4aa36cdbc15d64a1c9baed33ea6b1de412a160f3cde3a24ec91b3390,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 240.png,Car parts dataset/File1/ann/Car damages 240.png.json,Scratch,Car parts dataset/File1/img/Car damages 240.png,"[354,202,450,298]"
scratch-befedb0286dbf6a9,classification/scratch/scratch-befedb0286dbf6a9.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,c20263f6b5f68c463409289bf1b90b48d6c9516e8effb6e1f497210e503bf63b,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 248.png,Car parts dataset/File1/ann/Car damages 248.png.json,Scratch,Car parts dataset/File1/img/Car damages 248.png,"[380,294,476,390]"
scratch-1c06a195f6be0867,classification/scratch/scratch-1c06a195f6be0867.jpg,scratch,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset,,MIT,50b80a11d960edcc62a6f73aa6c32edf6fb0e785226bdf4c16bbebc11bc92a50,DrBimmer/car-parts-and-damage-dataset,2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9,Car parts dataset/File1/img/Car damages 256.png,Car parts dataset/File1/ann/Car damages 256.png.json,Scratch,Car parts dataset/File1/img/Car damages 256.png,"[576,231,672,327]"
