image_id,file_path,class_name,original_label,source_dataset,source_url,licence,checksum,perceptual_hash,dataset_split,source_group,review_status,review_notes,source,license
dent-2fdd0828f283a2a0,dent/hitl-6558722541e2f87c.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20796.png,CC0-1.0,2fdd0828f283a2a02ce03114d88ba58eee7fe44de407400359327c93a1099012,fefec68c8cb69a98,train,Car parts dataset/File1/img/Car damages 796.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 796.png.json; crop (342, 134, 509, 301); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-b627a8468a904857,dent/hitl-6868a81c23340758.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20799.png,CC0-1.0,b627a8468a904857bb1698ba85a432126f8dcfbabd741b9cd9e90e8b1133d2de,d2c4848893e72022,train,Car parts dataset/File1/img/Car damages 799.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 799.png.json; crop (304, 148, 456, 300); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-b4f2619a6f1a1007,dent/hitl-41b5687adfaf5eef.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20858.png,CC0-1.0,b4f2619a6f1a100739dd564a3c101c8e5e38011d894257e7b66c35c1ed0469bd,bc4fc1521987e63b,train,Car parts dataset/File1/img/Car damages 858.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 858.png.json; crop (336, 0, 616, 280); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-a11d8aa93009476d,dent/hitl-57dac2c4189314a1.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20862.png,CC0-1.0,a11d8aa93009476d6be7c5e825b298c4c6f4172235d939209c51dd186d01c398,9bda99eb6d78f061,train,Car parts dataset/File1/img/Car damages 862.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 862.png.json; crop (477, 121, 573, 217); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-62a2cc91b841f1f5,dent/hitl-38b01011e0bdf697.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20870.png,CC0-1.0,62a2cc91b841f1f5d0de02821150b4c087e84aa015542cf21a478f09a1994dfb,892b08092868c404,train,Car parts dataset/File1/img/Car damages 870.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 870.png.json; crop (372, 222, 652, 502); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-30b484cc53015806,dent/hitl-245d80fded25ee11.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20891.png,CC0-1.0,30b484cc53015806e53764e4c9295ceee842d0e76c86b301fe50e974ef60a3a4,94c9041098c0435b,train,Car parts dataset/File1/img/Car damages 891.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 891.png.json; crop (341, 128, 521, 307); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-89e0150fac0ab207,dent/hitl-71c6637f60f8a2cd.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20892.png,CC0-1.0,89e0150fac0ab20735bcb1155184ef770dce353577ec3994c68b0db9035beeab,8682c1d85c28939c,train,Car parts dataset/File1/img/Car damages 892.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 892.png.json; crop (69, 150, 177, 257); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-5980a2fd92e04613,dent/hitl-07bcf8fc1d6d7a81.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20908.jpg,CC0-1.0,5980a2fd92e04613c94cb8c97ae27a11970ce162c88fba87f9f2f7a0e2320ee2,62519c96bbe7f190,train,Car parts dataset/File1/img/Car damages 908.jpg,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 908.jpg.json; crop (128, 129, 300, 302); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-a07e0d0023104d1f,dent/hitl-733da90dc76ae95c.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20925.png,CC0-1.0,a07e0d0023104d1f364734081b5de2544645382c521da0fedcb2fdf391702c4d,0d9110b4de7878bd,train,Car parts dataset/File1/img/Car damages 925.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 925.png.json; crop (50, 75, 357, 382); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-ffcd3771a4b74913,dent/hitl-dd1efa971e5285a7.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20929.png,CC0-1.0,ffcd3771a4b74913bc50ef3d608672551730540698d84a66b7c5c1289d186575,de6f251ce3fbfef3,train,Car parts dataset/File1/img/Car damages 929.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 929.png.json; crop (210, 118, 376, 283); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-853b82503af4e343,dent/hitl-5966c8e23e23bbfd.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20932.jpg,CC0-1.0,853b82503af4e343c536257dc87eaa00c4efcccbd5366e05e86f3ab9494a1ce6,c0c0a0b404d8e2da,train,Car parts dataset/File1/img/Car damages 932.jpg,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 932.jpg.json; crop (44, 135, 220, 311); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-7adc5b7bd2775007,dent/hitl-cc67055e81a179fa.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20933.png,CC0-1.0,7adc5b7bd27750075e654abfd365679d371fc0ec12acc1c21940a5302e4066cb,9813616c12908905,train,Car parts dataset/File1/img/Car damages 933.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 933.png.json; crop (148, 190, 339, 381); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-b7250b4f1a99fab2,dent/hitl-ea054d0dac12ff99.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20938.png,CC0-1.0,b7250b4f1a99fab287814774649c5d1514d713a0acccf096819b985c7d83a01e,8c0e72789b9c9a93,train,Car parts dataset/File1/img/Car damages 938.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 938.png.json; crop (0, 71, 96, 167); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-e15f71eff4e49070,dent/hitl-f1de59f4341abf55.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20973.png,CC0-1.0,e15f71eff4e490704dcf878781bc78171a3565fa27f331bcbaed2d12995703aa,f071f93ffe7e9b4d,train,Car parts dataset/File1/img/Car damages 973.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 973.png.json; crop (18, 116, 114, 212); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
dent-386d9b38609de1a0,dent/hitl-9061d81a35d97787.jpg,dent,Dent,Humans in the Loop Car Parts and Car Damages Dataset,https://huggingface.co/datasets/DrBimmer/car-parts-and-damage-dataset/resolve/2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9/Car%20parts%20dataset/File1/img/Car%20damages%20990.png,CC0-1.0,386d9b38609de1a02ef7a98beac67e62ddf8c08e07ab131f325e91c9272510a3,83088d1e14830719,train,Car parts dataset/File1/img/Car damages 990.png,accepted,"Pinned mirror revision 2dbf46f7e23eb0d6f551d38e4f77a11fe9d045b9; annotation Car parts dataset/File1/ann/Car damages 990.png.json; crop (232, 219, 328, 315); accepted under v2-visual-quality-rules-2026-09-06",Humans in the Loop Car Parts and Car Damages Dataset,CC0-1.0
normal-7d341aeabad19de2,normal/commons-10488785.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2010-05-16-hoek-by-RalfR-28.jpg,GFDL 1.2 (http://www.gnu.org/licenses/old-licenses/fdl-1.2.html),7d341aeabad19de2a9d1e62955b94085a08c9c464f835814f9ea7dda40e37983,f3d11824ac3df6a6,train,commons-10488785,accepted,Creator: Ralf Roletschek (talk) - Fahrradtechnik auf fahrradmonteur.de; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,GFDL 1.2 (http://www.gnu.org/licenses/old-licenses/fdl-1.2.html)
normal-4b4becc63d2a9af4,normal/commons-110018646.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Automated_valet_parking,_IAA_2021,_Munich_(IAA10454).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),4b4becc63d2a9af43106989fa605fad7ace617c56dced9d6f909473f65a411ba,16b039bbb4ce9a85,train,commons-110018646,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-07d74ccf8bfb424e,normal/commons-123197099.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Arucas_2022_046.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),07d74ccf8bfb424ea672e65c0bd1d540f571826b7a45042be23bbdcd47bdc968,6be4ecfcc1c9c9c9,train,commons-123197099,accepted,Creator: Photograph by Mike Peel (www.mikepeel.net).; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-da54ceddc793eacd,normal/commons-123627903.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Audi_RS5,_Binz_(P1090702).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),da54ceddc793eacdc261d0582dcbd0dcd41c859c91b99876050949f230092a92,00f0339bc4c01013,train,commons-123627903,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
normal-40de801d8d217f67,normal/commons-137717479.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BYD_Auto,_IAA_Summit_2023,_Munich_(P1110783).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),40de801d8d217f67049f695fe7b6278e790510bd781084550fe089deb27a8bc8,fec9cdd28307114c,train,commons-137717479,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
normal-13e086a3cc47222c,normal/commons-143046152.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Audi_RS4,_EMS_2023,_Essen_(P1160911-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),13e086a3cc47222c3c0de0be9fe3dbb4bf031df1aa600dcb1ac64d78dde5a8c7,c6a68c6860f0f079,train,commons-143046152,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-2303f7fad006fc6f,normal/commons-144432033.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170168-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),2303f7fad006fc6f30c735d950deca75b8e9d437f67beae35ab9e32edcef8b5e,8390741888a19021,train,commons-144432033,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-3b2653d2e43eac39,normal/commons-144472729.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aixam,_BAS_24,_Brussels_(P1170403-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),3b2653d2e43eac39cf9df65b4e351c88df78a7ecf95deedda575d6c50a960077,0748cc0c2e86b213,train,commons-144472729,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-6a6e204f111527e7,normal/commons-144792261.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aixam,_BAS_24,_Brussels_(P1170130-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),6a6e204f111527e7d4dbdf2313d129d7d1c8b5aac4fff84dab8e77fd6f6f9c2e,d09eb4e4e232342c,train,commons-144792261,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
normal-48e1fa91de12edc0,normal/commons-145174203.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170500).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),48e1fa91de12edc0064ae978739e8d6ff26b80e8110aa790d08e28ae39976610,20681e07236e686f,train,commons-145174203,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
normal-1d659d4cc615df8d,normal/commons-145517884.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BAS_24,_Brussels_(P1170247-RR).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),1d659d4cc615df8d310f00eb469d3232f1ffcc30acf04f3f83ad03f4a1e2f0bf,bc74c31825e3cfdb,train,commons-145517884,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
normal-193622434a52f606,normal/commons-145835911.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Spring_GIMS_2024_1X7A2022.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),193622434a52f606cf53df19f2a8a9a597b48fde916ba91509679495c001a586,e38854123b35c5e3,train,commons-145835911,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-fcf0879d45b30d2d,normal/commons-145865998.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_BYD_Tang_GIMS_2024_1X7A2306.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),fcf0879d45b30d2df762b95eb45caf183d2e6df00c9cc7305ff7d0d9e119ac37,c9d49288d9c3c436,train,commons-145865998,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-207bbfcb3a6a632d,normal/commons-145866001.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_BYD_Tang_GIMS_2024_1X7A2342.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),207bbfcb3a6a632dcde5bbab811605f7eb2270f2d88d4bdebdf347c0e1aebe28,3cea9eb2e793d3df,train,commons-145866001,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-845e11a3e391e273,normal/commons-145882737.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Sandero_III_GIMS_2024_1X7A2018.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),845e11a3e391e27385a3e6d9cdd3488d277666025b9819b5057d709be00df4e5,c7c036374f181ed9,train,commons-145882737,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-cf2dca1313861fbd,normal/commons-145927505.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:BMW_3.0_CSL,_GIMS_2024,_Le_Grand-Saconnex_(GIMS0187).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),cf2dca1313861fbd54b930832f0baf1eec1c562831d71d60d8588d6decb86659,febffc8cb197a6a6,train,commons-145927505,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
normal-032f357fed5723fa,normal/commons-146134321.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Jogger_Hybrid_GIMS_2024_1X7A2409.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),032f357fed5723fa837d3abef2014b11c0ab444897325d7df9e06083467ff37b,3876c5a78791d799,train,commons-146134321,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-0a9b71025dddd7ee,normal/commons-146134331.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Dacia_Jogger_Hybrid_GIMS_2024_1X7A2413.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),0a9b71025dddd7eecd09a6cef3be03c8026bceac03b55585caa929376a93d312,c3a83272ccd19bcc,train,commons-146134331,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-a0a582f48d4058bb,normal/commons-146326364.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Isuzu_D-Max_(third_generation)_GIMS_2024_1X7A2055.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),a0a582f48d4058bb107c02e71695d7d261ddc8cce41073d4d4df68c3dc0f171a,c3c98c961b388103,train,commons-146326364,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-a1f0f77059b830e7,normal/commons-146326397.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_Isuzu_D-Max_(third_generation)_GIMS_2024_1X7A2056.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),a1f0f77059b830e708f8418aa7439c1cc7166f2ed7c3058285890672d7f30910,7cfcfabba3e3d283,train,commons-146326397,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-55860155ab9b54c8,normal/commons-146458286.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:2024_BYD_Tang_GIMS_2024_1X7A2258.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),55860155ab9b54c878e710d6848c82ebdab29cd36d71b215ce6c504938230d82,30f4daa6c793b3de,train,commons-146458286,accepted,Creator: Alexander-93; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-db364d7b82b9f7a5,normal/commons-147141304.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,https://commons.wikimedia.org/wiki/File:At_Bristol_2006_018.jpg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),db364d7b82b9f7a5b432b97d961d0899f22d860b3805686b12a6be77523aa4d7,9b180cb5554f89b4,train,commons-147141304,accepted,Creator: Photograph by Mike Peel (www.mikepeel.net).; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)
normal-08fa2a317b1ca2be,normal/commons-148721571.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:Aston_Martin_Valkyrie,_TC_24,_Essen_(TCE42947).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),08fa2a317b1ca2be3e1f8d10cdee4d940e503f97220766af46b44ba7aa7d3454,f6fef9e9c93bfb64,train,commons-148721571,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
normal-bdc04c0213ff2a6e,normal/commons-148721661.jpg,normal,quality automobile photograph; requires no-damage review,Wikimedia Commons / Quality images of automobiles,"https://commons.wikimedia.org/wiki/File:1950_Jaguar_Mark_V_2.5_DHC,_TC_24,_Essen_(TCE42662).jpg",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en),bdc04c0213ff2a6ebdddef247ff290d3c4a2534c72f2ff76ab857e48f03c031d,f01c5acb4d8d0976,train,commons-148721661,accepted,Creator: Matti Blume; accepted under v2-visual-quality-rules-2026-09-06,Wikimedia Commons / Quality images of automobiles,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en)
